11188
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Douzième extrait>,<>,<>
amenait,amener,18
que,que,83
des,de,81
des,le,71
figures,figure,22
grimaçantes,grimaçant,30
et,et,82
fugitives,fugitif,30
/.,/.,P
je,je,51
me,je,51
sentais,sentir,18
glisser,glisser,14
comme,comme,83
sur,sur,81
un,un,71
fil,fil,21
tendu,tendu,31
dont,dont,52
la,le,71
longueur,longueur,22
était,être,18
infinie,infini,30
/.,/.,P
la,le,71
terre,terre,22
traversée,traversé,31
de,de,81
veines,veine,22
colorées,coloré,31
de,de,81
métaux,métal,21
en,en,81
fusion,fusion,22
",",",",p
comme,comme,83
je,je,51
l',le,52
avais,avoir,18
vue,voir,12
déjà,déjà,60
",",",",p
s',se,51
éclaircissait,éclaicir,18
peu,peu,60
à,à,81
peu,peu,60
par,par,81
l',le,71
épanouissement,épanouissement,21
du,de,81
du,le,71
feu,feu,21
central,central,30
",",",",p
dont,dont,52
la,le,71
blancheur,blancheur,22
se,se,51
fondait,fondre,18
avec,avec,81
les,le,52
teintes,teinter,17
cerises,cerise,22
qui,qui,52
coloraient,colorer,18
les,le,71
flancs,flanc,21
de,de,81
l',le,71
orbe,orbe,21
intérieur,intérieur,30
/.,/.,P
je,je,51
m',je,51
étonnais,étonner,18
de,de,81
temps,temps,21
en,en,81
temps,temps,21
de,de,81
rencontrer,rencontrer,14
de,de,81
vastes,vaste,30
flaques,flaque,22
d',de,81
eau,eau,22
",",",",p
suspendues,suspendu,31
comme,comme,83
le,le,52
sont,être,17
les,le,71
nuages,nuage,21
dans,dans,81
l',le,71
air,air,21
",",",",p
et,et,82
toutefois,toutefois,60
offrant,offrir,13
une,un,71
telle,tel,75
densité,densité,22
qu',que,83
on,on,51
pouvait,pouvoir,18
en,en,52
détacher,détacher,14
des,de,81
des,le,71
flocons,flocon,21
;,;,p
mais,mais,82
il,il,51
est,être,17
clair,clair,30
qu',que,83
il,il,51
s',se,51
agissait,agir,18
là,là,60
d',de,81
un,un,71
liquide,liquide,21
différent,différent,30
de,de,81
l',le,71
eau,eau,22
terrestre,terrestre,30
",",",",p
et,et,82
qui,qui,52
était,être,18
sans,sans,81
doute,doute,21
l',le,71
évaporation,évaporation,22
de,de,81
celui,celui,52
qui,qui,52
figurait,figurer,18
la,le,71
mer,mer,22
et,et,82
les,le,71
fleuves,fleuve,21
pour,pour,81
le,le,71
monde,monde,21
des,de,81
des,le,71
esprits,esprit,21
/.,/.,P
j',je,51
arrivai,arriver,19
en,en,81
vue,vue,22
d',de,81
une,un,71
vaste,vaste,30
plage,plage,22
montueuse,montueux,30
et,et,82
toute,tout,60
couverte,couvert,31
d',de,81
une,un,71
espèce,espèce,22
de,de,81
roseaux,roseau,21
de,de,81
teinte,teinte,22
verdâtre,verdâtre,30
",",",",p
jaunis,jauni,31
aux,à,81
aux,le,71
extrémités,extrémité,22
comme,comme,83
si,si,83
les,le,71
feux,feu,21
du,de,81
du,le,71
soleil,soleil,21
les,le,52
eussent,avoir,18
en,en,81
partie,partie,22
desséchés,dessécher,12
",",",",p
-,-,p
mais,mais,82
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
vu,voir,12
de,de,81
soleil,soleil,21
plus,plus,60
que,que,83
les,le,71
autres,autre,75
fois,fois,22
/.,/.,P
-,-,p
un,un,71
château,château,21
dominait,dominer,18
la,le,71
côte,côte,22
que,que,52
je,je,51
me,je,51
mis,mettre,19
à,à,81
gravir,gravir,14
/.,/.,P
sur,sur,81
l',le,71
autre,autre,75
versant,versant,21
",",",",p
je,je,51
vis,voir,19
s',se,51
étendre,étendre,14
une,un,71
ville,ville,22
immense,immense,30
/.,/.,P
pendant,pendant,81
que,que,83
j',je,51
avais,avoir,18
traversé,traverser,12
la,le,71
montagne,montagne,22
",",",",p
la,le,71
nuit,nuit,22
était,être,18
venue,venir,12
",",",",p
et,et,82
j',je,51
apercevais,apercevoir,18
les,le,71
lumières,lumière,22
des,de,81
des,le,71
habitations,habitation,22
et,et,82
des,de,81
des,le,71
rues,rue,22
/.,/.,P
en,en,81
descendant,descendre,13
",",",",p
je,je,51
me,je,51
trouvai,trouver,19
dans,dans,81
un,un,71
marché,marché,21
où,où,60
l',l',94
on,on,51
vendait,vendre,18
des,de,81
des,le,71
fruits,fruit,21
et,et,82
des,de,81
des,le,71
légumes,légume,21
pareils,pareil,30
à,à,81
ceux,celui,52
du,de,81
du,le,71
Midi,Midi,20
/.,/.,P
je,je,51
descendis,descendre,19
par,par,81
un,un,71
escalier,escalier,21
obscur,obscur,30
et,et,82
me,je,51
trouvai,trouver,19
dans,dans,81
les,le,71
rues,rue,22
/.,/.,P
on,on,51
affichait,afficher,18
l',le,71
ouverture,ouverture,22
d',de,81
un,un,71
casino,casino,21
",",",",p
et,et,82
les,le,71
détails,détail,21
de,de,81
sa,son,73
distribution,distribution,22
se,se,51
trouvaient,trouver,18
énoncés,énoncé,31
par,par,81
articles,article,21
/.,/.,P
l',le,71
encadrement,encadrement,21
typographique,typographique,30
était,être,18
fait,faire,12
de,de,81
guirlandes,guirlande,22
de,de,81
fleurs,fleur,22
si,si,60
bien,bien,60
représentées,représenté,31
et,et,82
coloriées,colorié,31
",",",",p
qu',que,83
elles,ils,51
semblaient,sembler,18
naturelles,naturel,30
/.,/.,P
-,-,p
une,un,71
partie,partie,22
du,de,81
du,le,71
bâtiment,bâtiment,21
était,être,18
encore,encore,60
en,en,81
construction,construction,22
/.,/.,P
j',je,51
entrai,entrer,19
dans,dans,81
un,un,71
atelier,atelier,21
où,où,60
je,je,51
vis,voir,19
des,de,81
des,le,71
ouvriers,ouvrier,21
qui,qui,52
modelaient,modeler,18
en,en,81
glaise,glaise,22
un,un,71
animal,animal,21
énorme,énorme,30
de,de,81
la,le,71
forme,forme,22
d',de,81
un,un,71
lama,lama,21
",",",",p
mais,mais,82
qui,qui,52
paraissait,paraître,18
devoir,devoir,14
être,être,14
muni,munir,12
de,de,81
grandes,grand,30
ailes,aile,22
/.,/.,P
ce,ce,74
monstre,monstre,21
était,être,18
comme,comme,83
traversé,traverser,12
d',de,81
un,un,71
jet,jet,21
de,de,81
feu,feu,21
qui,qui,52
l',le,52
animait,animer,18
peu,peu,60
à,à,81
peu,peu,60
",",",",p
de,de,81
sorte,sorte,22
qu',que,83
il,il,51
se,se,51
tordait,tordre,18
",",",",p
pénétré,pénétré,31
par,par,81
mille,mille,72
filets,filet,21
pourpres,pourpre,30
",",",",p
formant,former,13
les,le,71
veines,veine,22
et,et,82
les,le,71
artères,artère,22
et,et,82
fécondant,féconder,13
pour,pour,81
ainsi,ainsi,60
dire,dire,14
l',le,71
inerte,inerte,30
matière,matière,22
",",",",p
qui,qui,52
se,se,51
revêtait,revêtir,18
d',de,81
une,un,71
végétation,végétation,22
instantanée,instantané,30
d',de,81
appendices,appendice,21
fibreux,fibreux,30
",",",",p
d',de,81
ailerons,aileron,21
et,et,82
de,de,81
touffes,touffe,22
laineuses,laineux,30
/.,/.,P
je,je,51
m',je,51
arrêtai,arrêter,19
à,à,81
contempler,contempler,14
ce,ce,74
chef d'oeuvre,chef-d'oeuvre,21
",",",",p
où,où,60
l',l',94
on,on,51
semblait,sembler,18
avoir,avoir,14
surpris,surprendre,12
les,le,71
secrets,secret,21
de,de,81
la,le,71
création,création,22
divine,divin,30
/.,/.,P
“,“,p
c',ce,52
est,être,17
que,que,83
nous,nous,51
avons,avoir,17
ici,ici,60
",",",",p
me,je,51
dit,dire,19
on,on,51
",",",",p
le,le,71
feu,feu,21
primitif,primitif,30
qui,qui,52
anima,animer,19
les,le,71
premiers,premier,72
êtres,être,21
",",",",p
jadis,jadis,60
il,il,51
s',se,51
élançait,élancer,18
jusqu',jusque,81
à,à,81
la,le,71
surface,surface,22
de,de,81
la,le,71
terre,terre,22
",",",",p
mais,mais,82
les,le,71
sources,source,22
se,se,51
sont,être,17
taries,tarir,12
/.,/.,P
“,“,p
je,je,51
vis,voir,19
aussi,aussi,60
des,de,81
des,le,71
travaux,travail,21
d',de,81
orfèvrerie,orfèvrerie,22
où,où,60
l',l',94
on,on,51
employait,employer,18
deux,deux,72
métaux,métal,21
inconnus,inconnu,30
sur,sur,81
la,le,71
terre,terre,22
:,:,p
l',le,71
un,un,52
rouge,rouge,30
",",",",p
qui,qui,52
semblait,sembler,18
correspondre,correspondre,14
au,à,81
au,le,71
cinabre,cinabre,21
",",",",p
et,et,82
l',le,71
autre,autre,75
bleu,bleu,21
d',de,81
/.,/.,P
